,Yt.1M,Industry,MR,TRC,BAB,EV,P/B,PSR,ROA,C/A,D/A,PG,AG,cluster
303,0.0084,M2325 ¹q¸£¤Î¶gÃä,-0.0743,-0.1267,0.6055,298967351334.0,8.11,21.5406,2.84,0.1802,39.12,-0.3265,0.0211,3
304,0.137,M2325 ¹q¸£¤Î¶gÃä,0.0076,0.7366,0.1846,7307159707.0,2.6,3.8334,0.71,0.1728,47.5,-0.5859,-0.2795,3
305,0.0407,M2325 ¹q¸£¤Î¶gÃä,-0.1557,-0.7836,0.6805,3668860000.0,1.89,5.8415,1.2,0.1758,19.76,0.2603,-0.0394,3
306,0.1802,M2324 ¥b¾ÉÅé,-0.0492,0.8804,0.6503,17730247824.0,1.92,13.1651,2.28,0.3118,23.39,3.5168,-0.0364,1
307,0.0528,M2328 ¹q¤l¹s²Õ¥ó,-0.0478,0.2104,0.359,9788272772.0,1.75,4.8955,0.95,0.1929,45.9,1.4294,0.1751,0
308,-0.0366,M2331 ¨ä¥L¹q¤l·~,0.25,-0.3655,1.3419,65647683419.0,7.83,5.3573,2.78,0.1884,80.24,0.1301,0.4294,1
309,0.0534,M2325 ¹q¸£¤Î¶gÃä,0.0826,-0.6052,0.6723,6700232339.0,1.75,15.1384,0.54,0.2452,15.03,4.466,0.0444,3
310,0.0138,M2326 ¥ú¹q·~,0.3171,0.9517,0.4518,7579562882.0,1.69,4.6131,0.21,0.1232,45.14,1.3268,0.177,1
311,0.0185,M2324 ¥b¾ÉÅé,-0.0122,-0.1906,1.1854,200171361952.0,1.25,21.0642,-0.59,0.3196,13.97,0.2827,-0.0135,1
312,0.0,M2326 ¥ú¹q·~,0.0168,0.4517,0.5658,132115288783.0,0.92,2.2213,-0.77,0.2291,59.06,0.6768,-0.0037,1
313,0.0159,M2327 ³q«Hºô¸ô·~,0.0372,0.1073,0.0897,936634095843.0,2.49,17.0472,1.84,0.0631,23.42,-0.0261,0.0073,1
314,-0.0266,M2328 ¹q¤l¹s²Õ¥ó,-0.169,-0.5814,0.6472,3041643358.0,1.62,3.6143,0.32,0.1408,55.25,-0.7887,-0.1572,0
315,0.0231,M2329 ¹q¤l³q¸ô·~,0.0972,-0.1825,0.2342,5611667781.0,1.85,1.0687,1.22,0.0849,50.87,-0.079,-0.0458,3
316,-0.033,M2328 ¹q¤l¹s²Õ¥ó,-0.0404,-0.32,0.4265,2461500000.0,1.68,4.1306,0.46,0.0502,67.07,2.3672,0.0311,0
317,0.1693,M2325 ¹q¸£¤Î¶gÃä,0.1143,-0.756,1.604,5822220170.0,2.29,7.6323,0.15,0.3892,27.27,0.9401,-0.0417,3
318,-0.0192,M2327 ³q«Hºô¸ô·~,-0.0129,-0.55,0.9111,9774084526.0,2.06,4.6327,0.25,0.2652,48.37,-2.027,-0.0362,1
319,0.1672,M2328 ¹q¤l¹s²Õ¥ó,0.1835,-0.288,0.2896,8372032558.0,2.11,15.063,3.51,0.2007,30.82,0.4306,0.0026,0
320,-0.0132,M2328 ¹q¤l¹s²Õ¥ó,-0.1848,-0.6409,0.6164,29796773790.0,4.67,9.7373,2.56,0.3348,42.28,0.1743,0.1646,0
321,0.0487,M2331 ¨ä¥L¹q¤l·~,0.0884,0.7419,0.3943,5678151718.0,2.34,8.747,2.33,0.122,32.19,0.066,-0.0047,1
322,0.0513,M2327 ³q«Hºô¸ô·~,-0.052,-0.6692,0.3586,1627341250.0,5.82,75.2702,-9.4,0.315,57.07,-0.7657,0.3338,4
323,0.0187,M2325 ¹q¸£¤Î¶gÃä,-0.197,-0.5924,0.8175,3537319048.0,1.88,3.0081,0.62,0.3974,30.6,-0.0438,0.0598,3
324,0.0855,M2326 ¥ú¹q·~,-0.094,-0.5536,0.422,5161022698.0,1.44,9.3052,-0.23,0.2125,23.13,0.5632,-0.0773,1
325,0.1463,M2330 ¸ê°TªA°È·~,0.1263,6.282,0.515,5204519350.0,1.47,3.434,1.66,0.052,53.93,0.3396,0.2046,1
326,0.0476,M2328 ¹q¤l¹s²Õ¥ó,0.0538,-0.4601,0.6727,20687758296.0,2.15,13.2511,2.36,0.21,30.74,0.1108,0.0939,0
327,0.1436,M2326 ¥ú¹q·~,-0.0652,-0.7444,0.1243,1239758550.0,3.89,20.7592,-3.07,0.1218,40.7,0.1912,-0.5504,1
328,-0.0312,M2329 ¹q¤l³q¸ô·~,-0.0027,-0.4981,0.2639,4079753920.0,1.0,0.8735,0.46,0.1176,71.27,-0.5116,0.0217,3
329,-0.0082,M2328 ¹q¤l¹s²Õ¥ó,-0.0397,-0.7533,0.3232,1342216869.0,1.09,13.3518,-1.33,0.4573,12.19,-0.0902,-0.1461,0
330,0.0019,M2331 ¨ä¥L¹q¤l·~,0.0309,-0.082,0.0646,7265692921.0,2.24,10.7268,1.12,0.0691,45.87,-0.1017,-0.0215,1
331,-0.0089,M2324 ¥b¾ÉÅé,0.0181,0.1377,-0.008,1250600000.0,2.29,127.7818,7.45,0.0363,26.82,4.6724,0.0526,1
332,0.038,M2324 ¥b¾ÉÅé,-0.1213,-0.416,0.7746,10490703866.0,3.11,15.7753,1.72,0.2138,30.15,1.3042,0.0292,0
333,0.8173,M2326 ¥ú¹q·~,-0.1217,-0.5264,0.9664,1411485628.0,3.23,22.5553,-2.91,0.1321,53.78,-3.3459,0.6715,1
334,0.0078,M2327 ³q«Hºô¸ô·~,0.1991,0.2728,0.5721,31130080688.0,2.1,3.7275,1.29,0.2643,61.14,5.5192,0.1612,1
335,-0.0822,M2328 ¹q¤l¹s²Õ¥ó,0.2903,1.2078,0.1483,2504110878.0,1.47,3.1952,0.03,0.2124,43.26,0.7595,0.0779,0
336,-0.0064,M2324 ¥b¾ÉÅé,0.0471,-0.5122,0.4967,34028306110.0,1.54,9.779,2.09,0.2156,11.15,0.4701,0.0293,1
337,0.1062,M2500 «Ø§÷Àç³y,0.0916,0.8231,1.0115,7452341939.0,1.52,21.9587,1.05,0.0688,69.18,3.4171,0.067,2
338,0.1176,M2327 ³q«Hºô¸ô·~,-0.0791,-0.2726,0.312,1183285525.0,1.2,3.8053,0.55,0.2416,50.16,0.7785,-0.0621,1
339,0.1269,M2324 ¥b¾ÉÅé,-0.0105,-0.326,1.2827,100748935552.0,3.15,12.2644,2.03,0.1842,45.53,0.1501,0.0491,0
340,0.0025,M2327 ³q«Hºô¸ô·~,0.0462,-0.3585,0.1359,9718021658.0,1.67,1.1947,1.35,0.2299,42.16,-0.3136,0.0482,1
341,0.1683,M2324 ¥b¾ÉÅé,0.3038,0.4849,0.6759,42421444223.0,2.12,15.526,3.55,0.0786,22.23,2.4728,0.0597,1
342,0.0065,M2330 ¸ê°TªA°È·~,0.0876,-0.5985,0.4215,5750260000.0,3.13,4.1088,1.92,0.1887,54.31,0.0147,0.0269,1
343,0.1822,M2324 ¥b¾ÉÅé,0.1883,-0.2747,1.5014,1772786839573.0,5.18,13.2835,4.94,0.2214,42.09,0.8689,0.0571,0
344,0.0969,M2327 ³q«Hºô¸ô·~,-0.0238,-0.6186,1.0986,26195584422.0,9.61,31.2823,4.23,0.2245,30.46,15.4222,0.0708,1
345,0.012,M2328 ¹q¤l¹s²Õ¥ó,-0.1192,-0.3734,0.7145,21344816592.0,2.36,9.1128,0.52,0.359,34.72,0.5337,0.0251,0
346,0.0287,M2324 ¥b¾ÉÅé,0.0704,-0.089,0.3655,44994658002.0,5.42,14.4868,4.48,0.2187,39.07,1.2275,0.1054,0
347,0.0223,M2331 ¨ä¥L¹q¤l·~,0.1203,0.6397,0.0354,7178917886.0,1.43,5.3516,1.72,0.1563,39.3,0.2924,-0.0322,1
348,0.0599,M2328 ¹q¤l¹s²Õ¥ó,0.0063,-0.7586,1.0791,5414400000.0,2.81,8.8319,-1.11,0.1942,61.38,-0.8217,0.1168,0
349,0.008,M2331 ¨ä¥L¹q¤l·~,0.0641,0.4977,0.386,4177041278.0,1.38,2.9284,-0.41,0.1504,50.02,-0.6904,-0.0152,1
350,0.0429,M2328 ¹q¤l¹s²Õ¥ó,-0.0429,-0.7091,0.5535,4867340562.0,1.67,5.9824,1.23,0.136,45.62,0.4355,0.2072,0
351,0.225,M2331 ¨ä¥L¹q¤l·~,0.3333,0.2849,1.492,10258652249.0,2.18,7.1689,0.22,0.1799,63.07,0.0817,-0.0838,1
352,0.0158,M2325 ¹q¸£¤Î¶gÃä,0.1691,0.6287,1.3144,10157469751.0,10.82,10.8079,-2.66,0.1072,71.91,-0.2155,0.7906,3
353,0.004,M2326 ¥ú¹q·~,0.004,-0.206,0.4059,6386836463.0,3.35,49.6512,-1.07,0.1343,57.93,-1.523,0.0218,1
354,0.0102,M2328 ¹q¤l¹s²Õ¥ó,0.3343,-0.1977,1.6654,20328158933.0,5.54,18.822,2.18,0.1894,58.18,0.3199,0.1774,0
355,-0.0276,M2330 ¸ê°TªA°È·~,-0.0183,-0.5751,0.641,1818467765.0,1.69,3.6383,0.97,0.0836,35.96,0.4942,-0.1038,1
356,0.0195,M2330 ¸ê°TªA°È·~,0.0294,-0.7361,0.4342,2506667652.0,3.03,15.1664,0.67,0.4697,35.14,0.1216,0.0398,1
357,0.0282,M2328 ¹q¤l¹s²Õ¥ó,0.0804,1.0249,0.698,12396269639.0,1.58,5.6611,2.46,0.1866,27.39,0.4165,0.0428,0
358,-0.0191,M2331 ¨ä¥L¹q¤l·~,0.1913,-0.0936,0.2449,149514426309.0,0.89,40.8587,1.91,0.1277,34.63,4.1773,0.0502,1
359,0.1425,M2328 ¹q¤l¹s²Õ¥ó,0.224,-0.0303,0.7463,18658148735.0,1.99,13.2846,2.35,0.4675,31.73,4.0938,0.2886,0
360,-0.0159,M2331 ¨ä¥L¹q¤l·~,0.1305,0.1701,0.3105,3441039395.0,0.8,8.0173,0.4,0.1516,44.98,1.2325,0.0269,1
361,0.0374,M2328 ¹q¤l¹s²Õ¥ó,0.0856,0.576,0.2854,7050731911.0,1.02,6.5525,1.44,0.2027,29.65,0.5929,0.0274,0
362,-0.004,M2330 ¸ê°TªA°È·~,0.0455,-0.4916,0.2833,12751131119.0,4.92,7.2719,3.1,0.2222,58.02,-0.025,0.0115,1
363,0.0262,M2324 ¥b¾ÉÅé,-0.0824,-0.1755,0.8715,21246392383.0,1.64,7.3033,0.94,0.0939,50.05,0.3699,0.0285,0
364,0.1197,M2331 ¨ä¥L¹q¤l·~,0.0624,0.6375,1.1618,2651485743.0,1.93,19.1914,3.26,0.3741,19.17,-0.3602,0.0307,1
365,0.0494,M2328 ¹q¤l¹s²Õ¥ó,0.032,-0.1384,0.2865,2592897967.0,1.01,6.1866,0.43,0.1357,39.82,4.4798,-0.0536,0
366,-0.0062,M2328 ¹q¤l¹s²Õ¥ó,-0.0245,-0.8206,0.5808,4820269963.0,1.35,9.2085,0.78,0.1918,20.74,-0.5541,-0.0717,0
367,0.0372,M2327 ³q«Hºô¸ô·~,-0.0612,-0.6339,0.6968,6337896288.0,1.11,6.4473,-1.23,0.2718,27.41,-0.8007,-0.0049,1
368,0.5693,M2326 ¥ú¹q·~,0.5816,0.5497,0.7987,18119179505.0,3.09,15.454,0.07,0.2248,43.48,-1.3703,0.0528,1
369,0.018,M2331 ¨ä¥L¹q¤l·~,0.1746,-0.2072,0.379,3536630934.0,1.42,8.2857,1.67,0.264,28.43,0.5558,0.1374,1
370,0.2087,M2326 ¥ú¹q·~,0.1734,-0.4067,0.2998,10993016000.0,0.77,2.5311,2.75,0.1623,37.07,0.0204,0.0973,1
371,0.0336,M2326 ¥ú¹q·~,0.0536,-0.5195,0.4638,1209618000.0,1.41,25.2968,1.32,0.0571,11.85,-0.4123,0.0302,1
372,0.0489,M2328 ¹q¤l¹s²Õ¥ó,0.0,0.3774,0.7427,53175704757.0,1.13,6.5217,0.96,0.107,39.28,1.2394,0.057,0
373,0.0119,M2328 ¹q¤l¹s²Õ¥ó,0.0712,0.2763,0.7627,9964395416.0,3.92,11.5887,3.34,0.1818,46.29,-0.0887,0.0535,0
374,0.1792,M2325 ¹q¸£¤Î¶gÃä,0.1244,-0.6217,0.825,6286515250.0,1.36,17.796,1.97,0.0384,34.59,0.761,0.0213,3
375,-0.0273,M9900 ¨ä¥L,0.3529,-0.2572,0.3004,1367931492.0,1.76,7.166,2.13,0.1352,40.71,0.5741,0.0447,1
376,0.064,M2200 ¨T¨®¤u·~,-0.0523,1.183,0.5513,6561223529.0,2.99,7.8013,1.74,0.1923,46.08,0.3612,0.0061,3
377,0.0512,M2327 ³q«Hºô¸ô·~,-0.1368,-0.2474,0.7328,35557026561.0,1.69,59.7667,-1.83,0.2278,49.96,-0.3163,-0.0079,1
378,-0.0204,M2500 «Ø§÷Àç³y,0.7798,16.4091,0.8662,38562478534.0,0.92,5.4721,0.79,0.087,65.1,2.9667,0.0698,2
379,0.0435,M2500 «Ø§÷Àç³y,0.5546,1.3993,0.0935,51324218000.0,1.76,9.9679,2.15,0.064,34.97,-0.025,0.0525,2
380,0.009,M2500 «Ø§÷Àç³y,0.2837,2.763,0.2347,10332922000.0,1.04,64.6656,0.32,0.088,46.87,-0.3414,0.117,2
381,0.0876,M2500 «Ø§÷Àç³y,0.135,5.9975,0.7216,4320738900.0,0.57,7.6881,-0.33,0.0587,34.9,-2.3034,-0.081,2
382,0.0342,M2500 «Ø§÷Àç³y,0.3295,14.2416,0.5353,5209572296.0,1.0,88.7627,-0.21,0.0938,56.75,-0.0602,0.1873,2
383,0.0246,M2500 «Ø§÷Àç³y,0.1627,2.3673,0.8106,19164339161.0,0.66,11.2338,0.42,0.1816,43.61,-0.2236,-0.0285,2
384,0.2618,M9900 ¨ä¥L,0.2065,2.9506,0.3063,7381437499.0,0.53,1.1426,1.46,0.1044,50.98,31.4851,0.5004,1
385,0.0251,M2500 «Ø§÷Àç³y,0.2431,3.0122,0.6252,23388475121.0,0.96,4.7527,0.29,0.0504,58.75,0.0478,0.2015,2
386,0.0215,M2500 «Ø§÷Àç³y,-0.0372,0.0818,0.6761,2636144024.0,1.64,1.3339,0.83,0.162,74.8,-0.176,0.0015,2
387,0.0936,M2500 «Ø§÷Àç³y,0.3756,7.3469,0.4422,29202990926.0,1.17,6.0673,1.59,0.2245,59.91,0.5666,0.0458,2
388,0.1332,M2500 «Ø§÷Àç³y,0.5924,2.29,0.857,18470980000.0,0.9,20.7033,0.72,0.0196,51.88,2.2473,0.0511,2
389,0.0787,M2500 «Ø§÷Àç³y,0.484,2.8811,1.0577,11470245896.0,0.87,26.7524,0.21,0.0188,57.06,1.1133,0.4136,2
390,0.0053,M2500 «Ø§÷Àç³y,0.195,0.4396,-0.056,18450630456.0,3.48,188271.7393,-0.14,0.0051,77.91,-1.1186,0.2243,4
391,0.0509,M2500 «Ø§÷Àç³y,0.2425,0.2969,0.3012,37546707611.0,3.64,48.9959,0.82,0.0523,57.69,20.6202,0.1819,2
392,0.0823,M2500 «Ø§÷Àç³y,0.2481,6.0098,0.2735,11368477434.0,0.7,31.3282,0.29,0.0305,54.43,-0.8648,0.0662,2
393,0.0522,M2500 «Ø§÷Àç³y,0.1764,2.338,0.3849,14487477235.0,1.81,4.317,0.97,0.1874,64.75,-0.1212,0.0992,2
394,0.0143,M2500 «Ø§÷Àç³y,0.1844,8.7358,0.452,11479968204.0,0.87,33.5488,0.12,0.0252,70.7,0.8177,0.0451,2
395,0.5078,M2500 «Ø§÷Àç³y,0.5714,4.0518,0.7654,4793896830.0,0.87,14.4262,0.26,0.0219,74.59,1.6464,0.08,2
396,0.1134,M2500 «Ø§÷Àç³y,0.1177,2.9567,0.6117,7241499357.0,1.07,128.1568,0.86,0.0565,69.37,-0.7923,-0.0679,2
397,0.0768,M2500 «Ø§÷Àç³y,0.3268,-0.1876,0.2605,57484278914.0,5.04,44.3375,1.54,0.0145,54.78,-0.1501,0.271,2
398,0.2062,M2500 «Ø§÷Àç³y,0.8076,5.0191,1.1528,72080587803.0,3.53,30.9436,1.85,0.0813,69.82,3.3335,0.3089,2
399,0.1479,M2500 «Ø§÷Àç³y,0.1253,2.2819,0.1487,82832582819.0,1.64,15.8983,0.44,0.0596,75.75,-0.4239,0.0305,2
400,0.2154,M2500 «Ø§÷Àç³y,0.7292,0.0944,-1.0435,14323904244.0,3.23,6.1242,0.84,0.0213,76.36,3.5695,0.1094,4
401,-0.0103,M2500 «Ø§÷Àç³y,0.3734,10.3115,0.3697,18638278531.0,1.21,7.6695,1.36,0.0127,77.59,10.9511,0.065,2
402,0.0192,M2500 «Ø§÷Àç³y,0.1942,6.7209,-0.4263,10902144031.0,2.32,3.6311,0.99,0.3797,62.74,-0.274,0.0503,2
403,0.0519,M2500 «Ø§÷Àç³y,0.1447,4.2522,0.1171,10659818733.0,0.83,7.3325,0.18,0.0383,79.24,0.0292,0.0462,2
404,0.2085,M2500 «Ø§÷Àç³y,0.6038,1.9554,0.526,40675008589.0,1.84,5613.4431,-0.12,0.0198,57.3,-1.0634,0.0519,2
405,0.1199,M2500 «Ø§÷Àç³y,0.4364,0.4843,0.3419,30420209799.0,4.35,5.6787,2.2,0.058,60.74,0.7027,0.013,2
406,-0.0061,M2900 ¶T©ö¦Ê³f,-0.0145,0.5668,0.0875,6730172707.0,0.71,5.2045,0.19,0.0432,68.49,-1.9228,-0.0756,1
407,-0.0316,M2600 ¯è¹B·~,0.3658,0.0381,0.8155,418875011841.0,0.78,4.7261,2.54,0.222,35.3,2.447,-0.1234,3
408,0.0788,M2600 ¯è¹B·~,0.183,0.9094,0.0463,16256197623.0,0.85,14.3222,1.79,0.1146,24.86,1.8166,0.0183,3
409,-0.0392,M2600 ¯è¹B·~,0.1878,0.8393,0.123,47393682024.0,1.19,12.1109,1.55,0.1751,55.31,0.9985,0.0616,3
410,-0.0559,M2600 ¯è¹B·~,0.0562,1.9351,0.5416,34813770766.0,1.01,7.7627,1.4,0.1415,25.15,0.2629,0.0805,3
411,0.0135,M2600 ¯è¹B·~,0.1933,2.4393,0.1726,19569375668.0,1.43,6.5242,1.34,0.0735,45.68,0.0398,-0.0143,3
412,0.0472,M2600 ¯è¹B·~,0.5305,2.0123,0.5398,241948349084.0,0.53,5.5238,2.47,0.1793,27.9,1.7575,-0.1994,3
413,0.0022,M2600 ¯è¹B·~,0.1375,2.0741,0.5326,134216815933.0,1.53,2.7593,1.33,0.1104,73.08,1.3734,0.016,3
414,0.1215,M2600 ¯è¹B·~,0.8711,0.3708,0.514,5230921381.0,1.34,31.2271,5.21,0.178,20.3,20.1667,0.2048,3
415,-0.0338,M2600 ¯è¹B·~,0.0958,0.7011,0.1547,9387272141.0,0.72,9.2074,0.89,0.1577,49.37,-0.2614,0.0876,3
416,0.5146,M2600 ¯è¹B·~,0.4266,8.01,0.3905,4449379055.0,1.06,5.7881,0.44,0.0628,69.27,1.6633,-0.0194,3
417,-0.0176,M9900 ¨ä¥L,-0.0295,-0.3078,0.2595,5929800633.0,1.82,4.1313,0.32,0.0891,75.49,-0.8723,0.172,1
418,0.3501,M2600 ¯è¹B·~,0.4936,3.2628,0.5605,194258002665.0,0.57,7.0339,1.47,0.2387,37.96,3.1822,0.0144,3
419,-0.0818,M9700 ªo¹q¿U®ð·~,-0.0988,-0.5556,0.159,3627672278.0,0.78,1.0104,0.16,0.0929,49.22,-0.9817,0.0035,1
420,-0.0254,M2600 ¯è¹B·~,0.1628,0.5492,0.2985,14822008072.0,0.87,14.4293,1.61,0.0239,34.63,1.3637,0.0414,3
421,-0.0028,M2600 ¯è¹B·~,0.1483,2.194,0.7383,185046765183.0,1.73,3.5644,1.76,0.2331,67.76,0.0477,0.0472,3
422,-0.1076,M2600 ¯è¹B·~,0.3183,3.811,0.034,8987475042.0,2.29,7.1302,0.77,0.0354,45.8,13.8558,0.2254,3
423,-0.0148,M2600 ¯è¹B·~,0.0341,-0.0706,0.1722,165134118322.0,2.31,12.3435,0.85,0.0274,81.73,-0.0091,-0.004,3
424,-0.0621,M2600 ¯è¹B·~,0.1321,2.0127,0.6155,51037611909.0,2.76,4.826,1.9,0.0307,59.59,0.4791,-0.0056,3
425,-0.0487,M2600 ¯è¹B·~,0.2288,0.3463,1.1703,14555328297.0,1.57,3.1254,1.8,0.3297,48.55,0.0369,0.0163,3
426,-0.0202,M2600 ¯è¹B·~,0.0,-0.3381,0.1135,3639851216.0,1.61,3.5634,0.44,0.2224,47.69,8.9897,-0.0807,3
427,-0.0174,M2600 ¯è¹B·~,0.1019,1.0034,0.5781,40790253362.0,3.46,11.0295,2.3,0.2574,50.0,0.6998,-0.0022,3
428,-0.0224,M2700 Æ[¥úÀ\®È,0.0598,1.0374,0.241,5856646389.0,0.67,77.3042,0.27,0.0325,13.61,0.0789,0.0433,1
429,-0.035,M2700 Æ[¥úÀ\®È,0.0025,0.7797,0.2302,3124434318.0,0.91,9.3107,1.33,0.2972,61.6,2.1599,0.0148,1
430,0.0317,M2700 Æ[¥úÀ\®È,0.5254,3.0577,0.3268,24999808283.0,0.6,70.8905,4.58,0.0862,14.56,6.9304,1.1251,1
431,0.0074,M2700 Æ[¥úÀ\®È,0.1652,3.6145,0.4225,3845387883.0,0.72,7.6851,0.25,0.0196,69.15,1.0022,-0.0049,1
432,-0.0219,M2700 Æ[¥úÀ\®È,0.0671,0.8264,0.2837,7766324309.0,0.74,91.1081,0.2,0.0258,13.55,-0.2656,0.0423,1
433,-0.0657,M2700 Æ[¥úÀ\®È,0.1663,0.3721,0.5303,29267339380.0,7.89,16.7524,4.26,0.0445,62.75,0.1746,0.0249,1
434,-0.035,M2700 Æ[¥úÀ\®È,-0.1202,0.6288,0.0223,3182938500.0,2.68,25.2708,-0.53,0.032,29.34,-1.7019,-0.0417,1
435,-0.0435,M2700 Æ[¥úÀ\®È,0.1702,2.7334,0.4833,8018634017.0,3.11,51.9207,0.79,0.0637,25.93,0.1268,0.0496,1
436,0.0278,M2700 Æ[¥úÀ\®È,-0.0566,0.1153,0.6003,18488416812.0,5.82,3.2908,2.02,0.1629,75.04,-0.1698,0.0211,1
437,-0.0518,M2700 Æ[¥úÀ\®È,0.2817,1.7491,0.4983,14320427569.0,3.11,2.4075,3.23,0.4329,61.29,2.4956,0.4043,1
438,-0.0359,M2700 Æ[¥úÀ\®È,0.2208,2.8934,0.5425,5921732200.0,3.29,4.3676,1.51,0.0161,89.77,1.0339,-0.0353,1
439,-0.0554,M2700 Æ[¥úÀ\®È,-0.0343,0.6737,0.6645,7514638046.0,2.72,10.111,2.96,0.2476,44.43,0.7209,0.0458,1
440,-0.0377,M2700 Æ[¥úÀ\®È,0.024,-0.0412,0.2463,10873065798.0,3.49,5.6413,2.74,0.1292,45.18,0.1825,0.0746,1
441,-0.0216,M2800 ª÷¿Ä·~,0.0483,0.3356,0.2381,194307849564.0,1.02,18.8882,0.13,0.0164,93.59,0.1099,0.1059,3
442,0.0459,M2800 ª÷¿Ä·~,0.4279,0.5219,0.5581,61968423281.0,1.09,20.7107,0.52,0.0097,86.51,1.4017,0.0195,3
443,0.0222,M2800 ª÷¿Ä·~,0.1548,-0.4137,0.3362,91610809062.0,1.13,19.709,0.24,0.018,91.14,0.4184,0.101,3
444,-0.0189,M2800 ª÷¿Ä·~,0.0382,-0.2985,0.2524,7591491600.0,1.02,2.7394,1.98,0.1583,68.91,1.0323,0.094,3
445,-0.0032,M2800 ª÷¿Ä·~,0.0514,-0.1952,0.0958,19649787832.0,0.8,29.0535,0.19,0.0015,89.05,-0.1412,0.0955,3
446,-0.0155,M2800 ª÷¿Ä·~,0.1058,0.2742,0.1807,9937438835.0,0.81,5.3248,1.7,0.1588,51.22,0.654,0.0954,3
447,0.0029,M2800 ª÷¿Ä·~,0.2772,-0.3076,0.2962,138549307617.0,1.08,16.0769,0.13,0.0154,94.45,-0.1809,0.0676,3
448,0.0,M2800 ª÷¿Ä·~,0.0,-0.4194,0.1894,20244288781.0,0.85,20.7071,0.05,0.0156,92.48,-0.1914,0.1528,3
449,0.0,M2800 ª÷¿Ä·~,0.1214,-0.0059,0.3849,61590356046.0,0.8,11.9336,0.14,0.011,92.24,0.0945,0.07,3
450,-0.0064,M2800 ª÷¿Ä·~,0.2787,-0.2865,0.3507,61469132193.0,0.97,18.5269,0.16,0.0081,92.51,0.4616,0.0557,3
451,-0.0035,M2800 ª÷¿Ä·~,0.0288,-0.0776,0.3092,27279873561.0,0.82,20.3694,0.09,0.0094,90.32,1.5193,0.0305,3
452,0.0452,M2800 ª÷¿Ä·~,0.3728,0.3723,0.6099,27784485556.0,1.46,5.2868,1.84,0.2814,62.16,0.9412,0.0818,3
453,-0.0414,M2800 ª÷¿Ä·~,0.2644,0.9241,0.5829,21609695861.0,0.96,3.3883,1.94,0.2174,63.41,0.6419,0.0975,3
454,-0.0411,M2800 ª÷¿Ä·~,0.3863,2.0871,0.3932,7267292923.0,0.71,3.7989,1.3,0.0824,57.82,2.413,0.0818,3
