,Yt.1M,Industry,MR,TRC,BAB,EV,P/B,PSR,ROA,C/A,D/A,PG,AG,cluster
455,0.0282,M2800 ª÷¿Ä·~,0.3789,0.2202,0.7147,36385447172.0,1.06,9.1005,1.25,0.0335,81.16,2.7717,0.5881,3
456,0.243,M2800 ª÷¿Ä·~,0.2309,2.5728,-0.1981,33660113266.0,0.55,0.8386,0.2,0.0221,97.16,2.0478,0.0635,3
457,-0.0248,M2800 ª÷¿Ä·~,0.1977,0.8426,0.4547,339856421239.0,1.45,20.8295,0.14,0.013,94.76,0.1258,0.1292,3
458,0.0364,M2800 ª÷¿Ä·~,0.1302,0.0668,0.6435,1043061823904.0,1.01,11.6999,0.27,0.0216,92.1,1.1746,0.0844,3
459,0.0211,M2800 ª÷¿Ä·~,0.2849,0.1978,0.6717,885975937313.0,0.83,7.4968,0.29,0.0237,93.31,4.4371,0.068,3
460,0.0554,M2800 ª÷¿Ä·~,0.1728,-0.2818,0.5942,253207412944.0,0.81,15.988,0.22,0.0177,92.38,1.3452,0.0736,3
461,0.0159,M2800 ª÷¿Ä·~,0.1359,-0.1201,0.3159,421279785020.0,1.74,24.0938,0.17,0.0139,93.42,0.0346,0.0897,3
462,-0.0093,M2800 ª÷¿Ä·~,0.1796,-0.0386,0.7151,390984507899.0,1.29,12.606,0.29,0.0232,90.92,0.5999,0.1385,3
463,-0.0354,M2800 ª÷¿Ä·~,0.0807,0.2517,0.3358,567005884829.0,1.62,25.2838,0.26,0.0172,91.94,0.0663,0.0977,3
464,0.0027,M2800 ª÷¿Ä·~,0.0904,0.227,0.3896,245022036425.0,1.01,11.4416,0.16,0.0097,93.08,-0.0105,0.1073,3
465,0.0443,M2800 ª÷¿Ä·~,0.084,0.6868,0.5027,157959338940.0,0.48,8.6076,0.06,0.011,94.86,1.3418,0.0516,3
466,-0.016,M2800 ª÷¿Ä·~,0.2705,0.3303,0.2108,51120320844.0,1.13,25.083,0.2,0.0078,87.43,0.0377,0.0994,3
467,0.057,M2800 ª÷¿Ä·~,0.1624,0.2309,0.3679,271386509693.0,1.36,16.239,0.24,0.0123,93.16,0.4554,0.0738,3
468,0.0067,M2800 ª÷¿Ä·~,0.2993,0.2691,0.8967,710172909679.0,1.38,14.6388,0.25,0.0128,94.11,0.6143,0.0653,3
469,0.0054,M2800 ª÷¿Ä·~,0.0318,-0.0261,0.3344,364579152479.0,1.45,19.4746,0.16,0.0134,94.3,0.058,0.0681,3
470,-0.0188,M2800 ª÷¿Ä·~,0.0996,0.2434,0.3062,31057712830.0,0.66,10.4207,0.2,0.0117,90.67,0.2912,0.0718,3
471,-0.0559,M2900 ¶T©ö¦Ê³f,0.0484,0.7504,0.475,2028850701.0,2.17,59.1054,0.87,0.448,12.57,0.6433,0.0263,1
472,-0.0972,M2900 ¶T©ö¦Ê³f,0.4431,0.0174,0.3531,47851358937.0,1.3,5.4247,0.74,0.1143,72.99,-0.2655,0.1773,1
473,0.0349,M9900 ¨ä¥L,-0.0107,-0.2559,0.0415,1394582868.0,1.18,12.193,1.46,0.0597,37.62,-0.0159,-0.0783,1
474,-0.003,M2900 ¶T©ö¦Ê³f,0.2851,2.1517,0.3716,17782576927.0,0.75,0.2741,0.22,0.0235,96.66,2.9241,0.0647,1
475,-0.0278,M2900 ¶T©ö¦Ê³f,0.0925,0.2565,0.1846,4444858000.0,1.23,2.1784,0.81,0.0666,44.8,2.1352,0.0971,1
476,0.0205,M2900 ¶T©ö¦Ê³f,0.0072,-0.0085,0.055,10367594706.0,1.61,1.1192,0.67,0.0543,81.43,-0.1928,-0.026,1
477,-0.0201,M2900 ¶T©ö¦Ê³f,-0.0162,0.634,0.0077,4735091687.0,1.82,36.2503,1.04,0.0305,53.44,-0.1106,-0.0003,1
478,0.0161,M2900 ¶T©ö¦Ê³f,-0.2074,-0.4578,0.2207,951737207.0,1.25,1.2814,-1.28,0.0834,77.75,0.3432,-0.1142,1
479,-0.0127,M2900 ¶T©ö¦Ê³f,0.0339,0.0648,0.2039,276120967910.0,6.59,3.4059,1.44,0.2006,79.93,0.0439,0.1443,1
480,0.0355,M2900 ¶T©ö¦Ê³f,0.0499,1.8108,0.3775,16629500000.0,1.28,178.0213,-0.09,0.0031,41.12,0.3026,-0.0077,1
481,-0.0758,M2900 ¶T©ö¦Ê³f,0.2159,1.3752,0.2771,78328888770.0,0.64,111.5112,3.9,0.0318,8.67,30.38,0.0474,1
482,-0.0253,M2900 ¶T©ö¦Ê³f,0.0572,-0.3716,0.1507,2973973900.0,1.65,0.8832,0.56,0.1518,67.39,1.8386,0.094,1
483,0.0033,M2325 ¹q¸£¤Î¶gÃä,0.0236,-0.7053,0.5276,1517097000.0,1.21,9.5364,-0.04,0.1975,24.45,0.9565,0.0571,3
484,-0.0126,M2328 ¹q¤l¹s²Õ¥ó,0.1869,1.7161,0.3239,12296736310.0,1.77,11.9792,1.81,0.3674,26.38,0.0983,0.0454,0
485,-0.1164,M2000 ¿ûÅK¤u·~,0.274,-0.0743,0.8373,6387675048.0,2.61,7.6494,2.09,0.0491,57.73,0.5554,0.2101,1
486,0.0605,M2325 ¹q¸£¤Î¶gÃä,0.0646,-0.7339,0.1518,66001660350.0,3.83,7.5817,2.81,0.3149,47.66,0.4402,0.1563,3
487,0.0999,M2324 ¥b¾ÉÅé,-0.0408,-0.346,0.8963,25406314055.0,2.53,7.6113,-0.24,0.2387,45.21,0.843,-0.0953,0
488,0.1028,M2326 ¥ú¹q·~,-0.0451,-0.1091,0.5289,290617402604.0,1.94,25.7048,3.05,0.5573,18.38,0.8581,0.0855,1
489,0.0675,M2329 ¹q¤l³q¸ô·~,0.1962,0.5349,0.8937,31333766954.0,1.42,1.8164,1.17,0.1061,56.03,0.4979,0.0925,3
490,0.0,M2328 ¹q¤l¹s²Õ¥ó,-0.1264,-0.2988,-0.1135,3426665230.0,2.54,12.9829,-1.6,0.1394,41.53,-0.0456,0.0774,0
491,0.1917,M2325 ¹q¸£¤Î¶gÃä,0.661,0.65,1.1957,16028961087.0,3.53,10.9849,1.22,0.1179,45.56,2.037,-0.0059,3
492,0.0475,M2324 ¥b¾ÉÅé,0.0372,-0.5841,0.6469,26553881157.0,4.16,17.558,4.72,0.4491,20.24,0.1547,0.1554,0
493,0.1056,M2328 ¹q¤l¹s²Õ¥ó,0.1394,3.4958,0.1316,10784172260.0,0.78,3.9871,0.62,0.2022,27.77,0.3653,-0.0411,0
494,0.1151,M2324 ¥b¾ÉÅé,0.0945,-0.2752,0.8241,17241181602.0,3.59,16.7381,0.69,0.3639,31.23,0.2302,-0.0648,0
495,0.1265,M2325 ¹q¸£¤Î¶gÃä,0.206,-0.0635,1.4497,247052956129.0,9.74,16.1381,2.5,0.3856,66.27,0.5538,0.2376,3
496,0.0816,M2331 ¨ä¥L¹q¤l·~,-0.0757,0.9769,-0.0544,1026683602.0,10.18,10.5176,-6.32,0.0299,94.13,-9.161,0.1634,4
497,0.0988,M2326 ¥ú¹q·~,-0.0271,-0.2232,0.5147,17553969727.0,1.4,4.0932,0.9,0.4905,31.98,4.4618,0.0837,1
498,0.0193,M2328 ¹q¤l¹s²Õ¥ó,0.0946,-0.7398,0.5243,2194720731.0,1.33,2.8811,1.15,0.2858,45.97,0.0613,0.0001,0
499,-0.0284,M2325 ¹q¸£¤Î¶gÃä,0.0396,-0.2504,0.4921,14311520221.0,1.37,8.3973,3.26,0.13,27.69,0.2449,0.0928,3
500,0.0069,M2328 ¹q¤l¹s²Õ¥ó,0.115,-0.1729,0.2484,66477174570.0,4.45,8.2886,3.12,0.1931,47.56,0.0202,-0.13,0
501,0.034,M2326 ¥ú¹q·~,0.1003,2.1616,0.4091,5601020405.0,1.65,16.0841,0.47,0.1514,46.46,-0.138,0.1017,1
502,0.0045,M2327 ³q«Hºô¸ô·~,0.1655,-0.7433,0.5644,3614111228.0,4.62,31.7554,2.94,0.3441,25.23,-0.1735,0.0428,1
503,0.0102,M2328 ¹q¤l¹s²Õ¥ó,0.0284,0.0972,0.2705,15394671277.0,1.74,5.2377,1.46,0.2207,35.67,-0.4156,-0.0767,0
504,-0.0709,M2327 ³q«Hºô¸ô·~,0.0338,0.8648,0.0779,4917693025.0,2.32,9.2973,1.53,0.2378,35.95,2.9436,-0.0302,1
505,0.0,M2329 ¹q¤l³q¸ô·~,0.0378,-0.2495,0.3191,7982359524.0,1.48,0.9324,0.76,0.069,73.15,-0.2962,-0.0017,3
506,0.144,M2330 ¸ê°TªA°È·~,0.0595,-0.5278,0.6578,11825104645.0,2.94,2.9524,2.55,0.0846,46.69,0.118,0.2286,1
507,0.2786,M2331 ¨ä¥L¹q¤l·~,0.9744,3.2398,0.5453,32235405413.0,2.7,21.3387,4.86,0.1086,22.25,0.6799,0.0695,1
508,0.0047,M2326 ¥ú¹q·~,0.1,0.0818,0.4275,3495656748.0,1.22,13.0256,0.87,0.1581,18.46,-0.1791,0.0086,1
509,-0.0651,M2328 ¹q¤l¹s²Õ¥ó,-0.1136,-0.2932,1.0187,8127733880.0,2.84,4.0072,2.26,0.2581,47.0,0.6436,0.0585,0
510,0.0686,M2329 ¹q¤l³q¸ô·~,0.1016,1.2175,0.4207,15901569773.0,1.47,0.8621,0.96,0.0609,76.74,-0.0061,0.2665,3
511,0.0496,M2324 ¥b¾ÉÅé,0.1443,-0.283,1.06,333661807835.0,5.1,13.6591,4.62,0.5327,33.0,0.0298,-0.0085,0
512,0.1447,M2324 ¥b¾ÉÅé,-0.397,-0.3205,0.7637,70027690745.0,6.59,27.1569,1.78,0.548,23.16,-0.4417,0.3028,0
513,-0.0913,M2329 ¹q¤l³q¸ô·~,-0.2783,0.1657,1.1737,153556916492.0,1.78,0.7971,0.82,0.1862,70.74,1.1984,0.565,3
514,-0.0188,M2328 ¹q¤l¹s²Õ¥ó,0.0111,-0.3851,1.4041,274386207189.0,3.08,10.3923,1.27,0.2454,54.9,-0.4057,0.0026,0
515,-0.0139,M2326 ¥ú¹q·~,-0.0546,-0.7185,0.276,4545270463.0,2.07,4.7863,2.85,0.2979,40.08,0.3087,0.0061,1
516,0.2541,M9900 ¨ä¥L,-0.0255,1.8639,0.1111,1870432200.0,1.26,58.3307,0.63,0.0908,8.05,0.3863,-0.002,1
517,0.0553,M2324 ¥b¾ÉÅé,-0.2008,-0.8671,0.755,4038221306.0,3.11,10.2413,-4.95,0.2499,44.69,-0.0895,-0.2974,1
518,0.0628,M2328 ¹q¤l¹s²Õ¥ó,0.1455,-0.6205,0.83,36588878079.0,2.75,13.2878,2.84,0.2137,35.73,0.8732,0.0278,0
519,-0.0285,M2331 ¨ä¥L¹q¤l·~,-0.1429,-0.3963,0.5531,1169269020.0,1.96,6.7673,1.31,0.1675,59.43,0.5259,0.038,1
520,-0.0385,M2328 ¹q¤l¹s²Õ¥ó,-0.0224,-0.3008,0.6395,110528507957.0,2.3,7.231,2.37,0.3309,42.7,0.6089,0.0694,0
521,0.019,M2327 ³q«Hºô¸ô·~,0.0714,0.3921,0.1677,376450810534.0,4.37,7.7978,1.56,0.0584,59.42,0.0933,0.2484,1
522,0.0176,M2325 ¹q¸£¤Î¶gÃä,-0.0853,-0.2777,0.7671,4728163726.0,3.68,2.9931,2.5,0.4766,58.99,0.4456,0.5474,3
523,0.3526,M2327 ³q«Hºô¸ô·~,0.1306,-0.5716,0.8461,4261501345.0,1.34,4.4445,-2.11,0.1703,58.32,-16.8988,0.0058,1
524,0.5213,M2329 ¹q¤l³q¸ô·~,-0.0081,-0.382,0.4172,6457458698.0,1.2,0.2613,1.45,0.0647,80.78,22.5054,-0.0649,3
525,0.0182,M2326 ¥ú¹q·~,-0.111,-0.3594,0.3567,6552426022.0,0.78,22.1349,-1.6,0.0798,32.99,-0.3905,-0.0928,1
526,-0.0071,M2326 ¥ú¹q·~,0.211,-0.6007,0.6264,3174128031.0,1.46,10.3562,1.42,0.208,46.09,1.1566,0.0578,1
527,-0.0306,M2326 ¥ú¹q·~,-0.0497,-0.4986,0.8878,5473301600.0,2.5,14.433,2.57,0.0241,36.45,8.5833,-0.0674,1
528,0.0038,M2500 «Ø§÷Àç³y,0.0605,1.2883,0.5368,2940548613.0,0.93,4.2148,0.71,0.024,65.4,0.0881,-0.0418,2
529,-0.0196,M1200 ­¹«~¤u·~,-0.0264,-0.1852,0.3715,1633183580.0,2.28,46.5958,-1.1,0.2963,6.38,-1.5764,-0.0246,1
530,0.1442,M2329 ¹q¤l³q¸ô·~,0.1684,-0.5725,1.4968,8755546961.0,3.42,38.7589,-3.2,0.5004,25.41,-2.0183,-0.137,3
531,0.0421,M2500 «Ø§÷Àç³y,0.1747,2.0315,0.486,11149055184.0,1.44,311.2783,-0.19,0.1511,71.28,-4.3982,0.1178,2
532,0.0736,M2325 ¹q¸£¤Î¶gÃä,0.0078,-0.4972,0.7693,1195554817.0,1.56,8.514,-0.46,0.3214,36.77,0.6203,-0.1006,3
533,0.0121,M2328 ¹q¤l¹s²Õ¥ó,0.0303,-0.27,0.4629,4115144692.0,2.2,5.4018,-2.11,0.1762,56.03,-11.5774,0.1208,0
534,-0.0146,M2326 ¥ú¹q·~,0.1333,0.8606,0.4078,11789513560.0,1.12,7.3692,0.74,0.2611,38.02,0.1515,-0.093,1
535,0.0142,M2325 ¹q¸£¤Î¶gÃä,0.5379,5.9819,1.3069,4157641073.0,1.11,5.3378,0.39,0.1477,40.11,1.1282,0.0078,3
536,0.1123,M2327 ³q«Hºô¸ô·~,0.1368,-0.6577,0.5946,7547593051.0,1.69,11.374,0.1,0.269,31.57,0.987,-0.0258,1
537,0.03,M2328 ¹q¤l¹s²Õ¥ó,0.1239,0.5989,0.4209,13373338682.0,2.15,4.6848,2.96,0.1777,38.76,0.7211,0.0231,0
538,-0.0259,M2328 ¹q¤l¹s²Õ¥ó,-0.0325,0.5077,0.3297,3489578983.0,1.57,7.7564,-0.01,0.1621,59.66,0.8793,-0.0074,0
539,-0.0063,M2324 ¥b¾ÉÅé,-0.1208,-0.6275,0.5342,2551187618.0,2.8,69.0911,0.17,0.6065,14.24,-0.8767,-0.0431,1
540,-0.031,M3600 ¼Æ¦ì¶³ºÝ,0.015,-0.1884,0.2183,7441291878.0,4.31,13.2231,2.57,0.3766,50.58,-0.0476,0.0863,1
541,0.0156,M2327 ³q«Hºô¸ô·~,-0.0827,-0.4059,0.4475,6290571331.0,3.33,17.1252,0.55,0.4177,41.21,-0.6876,0.1331,1
542,0.1881,M2326 ¥ú¹q·~,-0.19,-0.6091,0.6107,4854701662.0,2.68,11.7578,0.08,0.1076,66.35,0.6605,-0.0308,1
543,0.0273,M1722 ¥Í§ÞÂåÀø,0.0149,0.0735,0.3231,1945233973.0,1.47,17.2267,1.96,0.0542,15.68,3.2162,0.0154,0
544,0.0323,M1500 ¹q¾÷¾÷±ñ,-0.1075,0.8235,0.7369,4871906854.0,2.33,12.2161,-0.28,0.1073,49.41,0.3029,-0.046,3
545,-0.0354,M2324 ¥b¾ÉÅé,-0.0525,-0.4047,0.4387,43237251007.0,1.43,6.1817,0.59,0.1911,51.05,2.0573,0.0777,0
546,0.0127,M2329 ¹q¤l³q¸ô·~,-0.0317,-0.2072,0.3238,7749085804.0,1.84,0.7181,1.04,0.0233,76.79,-0.0514,-0.2924,3
547,0.5761,M2328 ¹q¤l¹s²Õ¥ó,0.0198,-0.6383,0.3388,992863350.0,1.6,4.8936,0.38,0.1438,28.07,6.5027,-0.0867,0
548,-0.0766,M2325 ¹q¸£¤Î¶gÃä,-0.1188,-0.2376,0.7627,324992666841.0,3.2,1.3642,1.72,0.1425,69.48,19.2783,0.084,3
549,-0.0242,M2324 ¥b¾ÉÅé,-0.0898,-0.086,0.5588,4925115503.0,3.85,23.3442,3.29,0.1782,23.33,1.0463,0.1935,0
550,0.1106,M2500 «Ø§÷Àç³y,0.2079,2.4374,0.4485,7839099070.0,1.05,7.1603,1.2,0.0923,52.24,9.5574,-0.0982,2
551,0.1142,M2328 ¹q¤l¹s²Õ¥ó,0.0591,0.0101,0.911,2253679685.0,1.92,5.8259,0.38,0.2838,44.8,1.0859,-0.0533,0
552,0.1235,M2331 ¨ä¥L¹q¤l·~,-0.0692,-0.217,0.739,8619133154.0,1.74,5.7484,1.45,0.2823,41.22,1.617,0.0842,1
553,0.1032,M2328 ¹q¤l¹s²Õ¥ó,-0.3978,-0.6397,0.9093,1476000000.0,1.92,47.3836,0.55,0.5335,50.9,-0.9786,0.0471,0
554,-0.0038,M2327 ³q«Hºô¸ô·~,-0.0175,-0.7128,0.2481,2598422800.0,1.03,4.8845,0.69,0.1905,22.45,0.1991,0.0752,1
555,0.4708,M2329 ¹q¤l³q¸ô·~,0.6803,0.1265,1.0999,7572930775.0,2.52,1.8788,1.36,0.2389,63.58,0.5191,0.1014,3
556,0.1473,M2328 ¹q¤l¹s²Õ¥ó,0.1803,-0.6311,0.9688,1685722409.0,2.63,4.019,-2.42,0.093,63.16,0.5352,-0.1685,0
557,0.2113,M2328 ¹q¤l¹s²Õ¥ó,0.0733,-0.2663,1.523,6031034712.0,2.86,7.0183,1.78,0.2629,48.07,1.5588,0.1158,0
558,0.0167,M2200 ¨T¨®¤u·~,-0.1205,-0.3986,0.7771,4850225135.0,1.62,2.7772,0.5,0.1364,63.04,-0.0057,0.1519,3
559,0.0505,M2326 ¥ú¹q·~,0.5171,0.4695,0.7693,5411875323.0,2.32,16.7251,9.0,0.3883,26.3,1.589,0.2312,1
560,0.4536,M2328 ¹q¤l¹s²Õ¥ó,-0.0373,-0.3347,1.1446,34376842148.0,2.18,11.8976,1.48,0.0597,27.02,1.5083,0.0477,0
561,0.0472,M2327 ³q«Hºô¸ô·~,-0.1333,-0.4736,0.645,17111911058.0,1.99,3.3033,0.43,0.2116,47.87,-0.6175,-0.0632,1
562,0.2139,M2326 ¥ú¹q·~,0.2604,-0.4337,0.8635,56689985556.0,2.64,10.8241,2.67,0.2628,50.77,3.5819,0.0842,1
563,-0.0048,M2324 ¥b¾ÉÅé,0.3778,-0.4851,0.7521,31724508179.0,2.55,9.5492,2.79,0.3341,40.64,0.3541,0.0588,0
564,0.068,M2325 ¹q¸£¤Î¶gÃä,0.0139,-0.1141,0.3704,11260373550.0,3.94,16.0819,3.18,0.1776,36.37,0.2145,0.2471,3
565,0.089,M2327 ³q«Hºô¸ô·~,-0.0847,-0.4522,0.5341,1951782755.0,1.51,5.9432,-1.61,0.2467,35.53,-0.0921,-0.1417,1
566,0.4682,M2328 ¹q¤l¹s²Õ¥ó,0.1386,0.0207,0.649,815039000.0,2.7,136.2941,-1.46,0.128,16.86,-1.3456,0.0595,0
567,0.0977,M2326 ¥ú¹q·~,-0.2085,-0.8464,0.3553,3787157600.0,1.76,7.4333,-1.69,0.41,22.35,0.1685,-0.0111,1
568,0.1012,M2324 ¥b¾ÉÅé,-0.0342,0.0518,1.1912,187138654913.0,16.1,32.8869,3.07,0.4316,53.2,-0.2907,0.0685,0
569,0.0477,M2327 ³q«Hºô¸ô·~,-0.1886,-0.3895,0.9768,2312200488.0,2.36,5.5444,-1.02,0.297,57.57,-1.4942,-0.2502,1
570,0.3583,M2324 ¥b¾ÉÅé,0.0638,-0.6041,1.4154,9964606529.0,2.77,7.7516,1.29,0.2458,34.44,2.1084,-0.0671,0
571,0.0328,M2326 ¥ú¹q·~,-0.0662,-0.3738,0.8045,11272360276.0,3.54,7.1194,0.14,0.3386,40.5,-0.9852,0.0229,1
572,-0.0073,M2326 ¥ú¹q·~,-0.1226,0.1154,0.67,113282823640.0,0.6,2.2436,-1.09,0.1314,34.76,0.4717,-0.141,1
573,0.374,M2325 ¹q¸£¤Î¶gÃä,-0.1856,-0.4102,0.0529,1025878200.0,1.96,5.6198,-2.6,0.0066,71.77,-0.203,-0.1163,3
574,0.0882,M2328 ¹q¤l¹s²Õ¥ó,0.3023,1.1548,0.1691,7613492643.0,1.03,5.5211,2.25,0.2856,24.22,1.0201,-0.0056,0
575,0.0519,M2326 ¥ú¹q·~,-0.1933,-0.6515,0.4891,6330318068.0,2.42,11.3015,-5.07,0.2215,33.78,-1.6804,-0.1874,1
576,0.0714,M2325 ¹q¸£¤Î¶gÃä,-0.098,-0.7449,1.239,26523374769.0,3.98,5.3568,2.35,0.1766,43.51,1.4633,0.0969,3
577,0.1452,M2331 ¨ä¥L¹q¤l·~,-0.2267,-0.2951,0.3958,2508267447.0,2.16,30.8539,-3.0,0.4797,20.44,-7.1318,-0.1468,1
578,-0.003,M2329 ¹q¤l³q¸ô·~,-0.004,-0.6496,0.4339,3200261717.0,1.77,2.5906,1.05,0.1748,72.46,0.0889,-0.2006,3
579,0.0561,M2324 ¥b¾ÉÅé,-0.2065,-0.787,0.7183,7532601480.0,3.66,21.7208,-0.39,0.3433,20.22,0.9148,-0.0866,1
580,0.0621,M2324 ¥b¾ÉÅé,0.0224,-0.0879,1.1711,60180946887.0,2.7,19.8655,0.81,0.0405,50.8,-0.5647,0.3113,0
581,0.1401,M2328 ¹q¤l¹s²Õ¥ó,0.5075,-0.2872,1.8218,167581496495.0,5.1,26.4553,5.34,0.3784,21.57,0.7524,0.1282,0
582,0.2261,M2326 ¥ú¹q·~,0.0781,0.1451,0.3944,2019787696.0,1.46,34.7807,-0.54,0.3093,33.94,-9.9497,-0.1427,1
583,-0.0213,M2326 ¥ú¹q·~,-0.1595,-0.5251,0.2113,2004145170.0,0.76,2.6382,-0.57,0.2732,31.52,-0.7135,-0.0234,1
584,0.0929,M2324 ¥b¾ÉÅé,-0.1872,-0.6288,0.8451,17874103381.0,2.14,5.0201,0.65,0.2639,49.72,1.2039,0.0344,0
585,-0.0065,M2328 ¹q¤l¹s²Õ¥ó,0.0235,-0.5608,0.3301,1335137500.0,0.83,1.7773,-0.16,0.2612,62.92,0.4904,-0.049,0
586,-0.008,M3800 ©~®a¥Í¬¡,0.239,3.2315,0.4059,5838153342.0,1.96,2.8538,5.94,0.0614,54.46,0.8119,0.2655,1
587,0.0416,M2326 ¥ú¹q·~,0.2959,-0.0588,1.4289,22399313217.0,5.0,84.3672,0.53,0.1607,15.89,-0.8158,0.3991,1
588,-0.0085,M2326 ¥ú¹q·~,-0.0794,0.3127,0.2465,18882426350.0,1.49,12.6658,-0.72,0.2077,57.23,-7.4349,-0.0838,1
589,0.0535,M2324 ¥b¾ÉÅé,0.3142,-0.1884,1.1593,25414518050.0,6.02,11.3229,1.08,0.2404,79.72,0.4413,0.3068,3
590,0.0129,M2324 ¥b¾ÉÅé,-0.0342,-0.8278,0.5323,4995983106.0,3.64,16.0599,0.56,0.2195,10.88,1.6185,0.0222,1
591,0.2587,M2326 ¥ú¹q·~,-0.0632,-0.4635,0.5472,3500013989.0,1.24,6.488,0.72,0.2527,22.09,1.1765,0.0509,1
592,0.0339,M2324 ¥b¾ÉÅé,-0.0072,-0.3787,0.8135,30169595616.0,3.43,4.9979,2.79,0.2604,47.99,2.2915,-0.0248,0
593,0.173,M2328 ¹q¤l¹s²Õ¥ó,0.0087,-0.7441,0.3637,1083944146.0,2.26,5.4355,-0.56,0.0729,68.28,0.4598,0.0567,0
594,0.0317,M2327 ³q«Hºô¸ô·~,-0.0899,-0.4496,0.5608,33100744683.0,3.02,2.6382,1.56,0.2478,67.02,0.2532,0.1126,1
595,0.1493,M2328 ¹q¤l¹s²Õ¥ó,0.1323,-0.0888,0.178,6253421649.0,0.97,3.218,0.2,0.1572,57.53,1.0187,-0.0182,0
596,0.0262,M2328 ¹q¤l¹s²Õ¥ó,-0.1076,-0.7824,0.4949,2003764910.0,1.15,3.3949,-1.45,0.1819,37.65,-0.3053,-0.0986,0
597,-0.0155,M2331 ¨ä¥L¹q¤l·~,0.5474,0.6783,0.5363,26059672483.0,3.1,10.1612,3.94,0.2729,46.09,1.3364,0.1069,1
598,0.2857,M2326 ¥ú¹q·~,-0.0502,0.2306,1.1187,8590247409.0,1.38,25.4864,2.31,0.0968,9.82,1.6995,0.1942,1
599,0.0024,M2328 ¹q¤l¹s²Õ¥ó,-0.0278,-0.2394,0.6007,5659744506.0,1.87,12.1728,0.65,0.057,41.01,1.2815,-0.0348,0
600,0.1952,M2325 ¹q¸£¤Î¶gÃä,-0.0285,-0.2843,0.2945,2158354718.0,1.22,4.0968,0.52,0.1932,24.44,1.5777,0.0243,3
601,0.2094,M2328 ¹q¤l¹s²Õ¥ó,0.0389,-0.1275,1.2387,125082464011.0,11.88,43.6691,4.22,0.3009,30.66,0.4393,0.0816,0
602,-0.0058,M2327 ³q«Hºô¸ô·~,0.1037,-0.8679,0.7387,4624179896.0,1.4,7.8159,0.46,0.3159,23.89,1.8845,0.123,1
603,-0.0079,M2328 ¹q¤l¹s²Õ¥ó,0.3689,0.6068,0.445,8416795145.0,1.53,9.1487,3.3,0.4207,44.46,14.7127,0.0277,0
604,0.0351,M2324 ¥b¾ÉÅé,0.3542,3.3651,0.4239,1403685415.0,1.61,64.4957,0.06,0.0288,1.5,1.0462,-0.0225,1
605,0.1227,M2327 ³q«Hºô¸ô·~,-0.1882,-0.7551,0.981,6646782148.0,2.5,3.2323,1.04,0.2609,45.72,0.8621,0.0881,1
